id_i,curso,sexo,edad,v01,v02,v03,v04,v05,v06,v07,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,self,dep,adm,zona,prio,comu,poli
55707,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,5,5,5,3,3,2,2,1,1,2,2,2,3,2,1,2,3,3,1,1,2,1,2,33,9,2,4,0.44098360655737706,123,2
55716,3,2,3,2,2,2,1,2,1,2,4,4,1,4,NA,3,5,4,2,1,2,1,1,1,2,3,3,3,1,1,2,2,3,2,1,2,1,1,NA,8,2,4,0.44098360655737706,123,2
55802,1,2,2,2,2,1,1,2,1,2,5,5,3,5,1,4,5,3,5,3,2,2,2,1,2,3,2,3,3,1,2,3,2,1,2,3,1,2,39,9,2,4,0.2368815592203898,67,2
55803,1,1,1,1,2,1,2,2,1,1,3,5,3,4,2,5,4,4,4,4,2,2,1,2,1,3,3,3,2,1,2,3,3,1,2,2,1,2,34,10,2,4,0.2368815592203898,67,2
55805,1,2,1,1,1,1,2,1,1,2,4,4,2,4,3,4,4,4,3,2,2,1,2,1,3,2,3,3,2,1,2,3,2,1,2,2,1,2,36,9,2,4,0.2368815592203898,67,1
55807,2,2,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,3,2,1,2,3,2,2,1,1,2,2,2,2,1,2,2,NA,2,2,3,30,NA,2,4,0.2368815592203898,67,1
55818,3,2,4,1,2,1,2,2,1,2,4,4,2,4,1,5,5,4,3,2,3,2,2,2,3,3,3,3,3,1,2,3,3,2,2,3,2,2,40,8,2,4,0.2368815592203898,67,2
55820,4,1,4,1,2,2,2,2,2,2,3,3,4,4,3,4,3,5,3,3,2,2,2,1,3,2,3,2,2,1,2,2,3,2,2,2,2,2,29,13,2,4,0.2368815592203898,67,2
55826,5,1,5,2,2,2,2,2,1,2,3,3,5,2,3,2,2,5,5,4,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,20,20,2,4,0.2368815592203898,67,2
55827,5,2,5,2,2,1,2,2,1,2,5,5,2,5,2,4,4,5,2,2,3,2,2,1,3,2,2,3,2,1,2,2,3,2,2,3,2,2,40,11,2,4,0.2368815592203898,67,2
56101,2,1,3,2,2,2,2,2,2,2,4,5,2,5,2,5,5,3,3,5,2,1,1,1,2,3,2,3,3,1,2,3,3,1,1,2,1,1,39,5,1,4,0.528957528957529,91,2
56102,2,1,3,1,1,1,2,1,1,2,5,4,3,4,4,3,3,4,4,3,2,2,2,3,3,2,2,3,2,1,2,3,3,2,1,3,2,2,31,12,1,4,0.528957528957529,91,1
56104,2,2,5,2,2,1,2,2,1,1,1,1,5,1,5,1,2,5,5,5,2,2,1,1,1,2,3,3,2,3,2,1,2,2,3,3,2,2,11,17,1,4,0.528957528957529,91,2
56105,2,2,4,2,1,2,2,2,1,1,2,2,3,3,3,3,4,3,3,3,2,1,1,1,1,2,2,3,2,1,2,2,3,2,1,3,1,1,29,9,1,4,0.528957528957529,91,2
56211,1,1,2,2,NA,1,1,2,1,NA,4,4,5,3,3,5,5,3,5,5,2,3,3,3,3,3,3,3,3,1,2,3,3,3,2,3,3,3,30,15,2,4,0.524390243902439,135,NA
56214,5,1,6,2,2,2,2,2,2,2,4,4,2,4,2,5,5,4,2,3,3,2,1,2,3,3,2,3,3,1,2,2,1,1,1,2,2,2,39,10,2,4,0.524390243902439,135,2
56215,5,2,6,1,2,2,2,2,2,2,5,5,1,4,1,5,5,NA,3,3,3,1,1,2,1,3,3,3,2,1,3,3,3,1,1,3,1,1,NA,4,2,4,0.524390243902439,135,2
56216,5,2,6,2,2,2,2,2,2,2,4,4,2,4,1,5,5,2,1,1,2,1,1,2,2,3,2,3,3,1,2,2,3,2,2,2,2,2,45,11,2,4,0.524390243902439,135,2
56221,4,1,5,2,2,2,2,2,2,2,5,5,4,2,4,2,2,5,5,5,2,2,2,1,2,3,2,3,2,2,1,2,3,1,2,2,2,3,23,15,2,4,0.524390243902439,135,2
56225,3,2,4,1,2,2,2,2,1,2,4,5,2,5,2,4,4,3,2,2,2,1,1,1,2,2,2,2,3,1,3,2,2,2,2,2,1,2,41,11,2,4,0.524390243902439,135,2
56308,1,1,3,2,2,2,2,1,1,2,1,3,5,5,5,5,1,5,5,5,1,3,3,2,3,2,2,1,3,3,2,1,1,3,3,3,3,3,20,26,2,4,0.6011904761904762,135,NA
56401,2,1,3,2,2,1,2,2,2,2,4,4,NA,4,4,3,1,3,NA,3,3,1,1,3,1,3,2,3,3,1,2,3,3,2,1,3,1,1,NA,7,1,4,0.6496815286624203,135,2
56411,2,1,2,2,2,2,2,2,2,2,4,4,2,5,1,4,3,1,3,1,2,2,1,3,3,1,2,2,1,1,1,1,2,2,1,1,1,2,42,19,1,4,0.6496815286624203,135,2
56903,4,1,5,2,2,2,2,2,2,2,4,4,3,4,3,3,3,4,3,3,2,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,32,17,2,4,0.4889705882352941,70,2
56904,4,2,6,2,1,2,1,1,1,2,5,5,2,5,3,5,5,4,3,4,2,2,2,2,3,3,3,3,3,1,2,2,3,1,2,3,2,2,39,9,2,4,0.4889705882352941,70,1
56905,4,1,5,2,2,1,1,2,1,2,3,3,3,4,3,3,3,4,4,4,2,3,3,2,1,2,2,3,2,1,2,2,2,2,3,2,2,2,28,20,2,4,0.4889705882352941,70,2
56906,4,2,5,2,2,2,2,2,NA,2,5,5,3,4,1,5,4,3,3,3,3,2,2,2,3,3,2,3,2,1,2,3,3,1,1,3,1,2,40,7,2,4,0.4889705882352941,70,2
56907,4,2,6,2,2,2,2,2,1,2,5,4,3,4,3,4,5,4,3,3,2,1,1,2,1,3,3,3,2,3,2,2,2,1,1,2,1,1,36,11,2,4,0.4889705882352941,70,2
56908,4,1,4,1,2,1,1,2,1,2,2,3,4,2,4,3,4,4,5,5,2,3,3,3,1,2,1,3,2,1,2,2,2,2,3,2,2,1,22,21,2,4,0.4889705882352941,70,1
56909,4,2,6,2,2,2,1,1,2,2,5,4,NA,3,2,4,5,3,2,4,3,2,1,2,2,3,3,3,3,1,2,3,3,2,1,3,1,1,NA,5,2,4,0.4889705882352941,70,2
56910,4,2,5,1,2,2,2,2,2,2,4,4,1,4,1,4,4,1,1,1,3,1,1,1,2,3,3,3,3,1,3,3,3,1,1,2,1,2,45,3,2,4,0.4889705882352941,70,2
56911,3,2,4,2,1,1,1,1,2,2,4,4,2,1,2,4,3,3,4,2,2,2,1,1,2,1,2,3,2,1,2,3,2,1,2,2,1,1,33,11,2,4,0.4889705882352941,70,2
56912,3,1,NA,1,1,2,1,2,1,1,2,1,3,3,2,1,2,1,4,3,1,1,2,2,1,3,1,2,3,2,2,1,2,2,1,2,2,3,26,19,2,4,0.4889705882352941,70,2
56913,3,1,4,2,2,2,2,2,2,2,5,4,1,5,1,4,5,5,3,1,2,2,1,2,2,3,2,2,2,1,2,2,3,1,1,2,1,3,42,12,2,4,0.4889705882352941,70,2
56914,3,2,4,2,2,1,1,2,1,2,4,5,3,2,4,4,3,5,5,4,3,2,2,3,3,2,3,3,2,2,2,3,3,2,2,1,2,2,27,14,2,4,0.4889705882352941,70,2
56915,3,1,4,2,2,2,2,2,1,2,3,3,3,3,4,3,2,4,3,4,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,26,18,2,4,0.4889705882352941,70,2
56916,3,2,5,2,1,2,2,2,1,2,4,4,2,4,2,4,4,3,3,2,3,1,1,1,3,3,3,3,3,1,2,3,NA,1,1,3,1,1,38,NA,2,4,0.4889705882352941,70,2
56917,3,1,3,1,2,2,2,2,2,2,5,5,3,4,2,5,3,4,3,1,3,2,1,1,1,3,3,3,2,1,2,3,2,2,3,3,1,2,39,10,2,4,0.4889705882352941,70,2
56918,3,1,4,1,1,2,1,1,1,1,4,4,1,5,2,3,4,3,4,1,2,1,2,2,1,2,2,3,3,1,2,2,3,2,1,2,1,2,39,12,2,4,0.4889705882352941,70,1
56919,3,2,4,2,2,2,2,2,1,2,4,5,2,4,1,5,5,3,2,1,3,2,2,2,2,2,2,3,2,1,3,3,3,1,1,3,1,2,44,8,2,4,0.4889705882352941,70,2
56920,3,1,4,2,2,2,1,2,1,2,1,3,3,4,1,2,2,4,NA,3,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,2,2,3,NA,24,2,4,0.4889705882352941,70,2
56921,3,2,4,2,1,2,1,2,1,1,4,4,NA,2,3,4,4,4,3,3,2,2,2,2,2,2,3,3,2,2,2,1,3,2,1,3,1,2,NA,13,2,4,0.4889705882352941,70,2
56922,5,2,5,1,2,1,1,2,1,2,4,4,3,5,2,3,2,2,4,4,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,3,2,2,33,19,2,4,0.4889705882352941,70,2
56923,5,2,6,2,1,2,2,2,1,2,4,4,2,5,2,4,4,3,4,3,3,2,1,3,1,2,2,3,3,1,3,3,3,1,2,3,1,2,37,9,2,4,0.4889705882352941,70,2
56924,5,1,6,1,1,2,1,1,1,2,4,4,2,4,3,4,4,2,2,2,2,2,2,1,2,3,2,3,3,1,2,2,2,2,2,3,2,2,39,12,2,4,0.4889705882352941,70,1
56925,5,1,5,2,2,2,2,2,2,2,5,5,1,5,4,5,5,4,1,1,3,1,1,1,1,3,2,3,2,1,3,2,3,1,1,3,1,2,44,6,2,4,0.4889705882352941,70,2
56926,5,2,6,1,1,2,1,1,1,2,4,4,2,5,4,5,5,5,2,2,2,2,1,1,2,2,3,3,3,1,3,3,3,2,1,3,1,1,38,5,2,4,0.4889705882352941,70,2
56927,5,1,5,2,2,1,2,2,2,2,5,3,2,5,2,4,3,4,3,2,2,2,1,2,2,3,2,3,3,1,2,2,2,2,1,2,2,3,37,13,2,4,0.4889705882352941,70,2
56928,5,2,5,1,2,1,1,1,1,1,5,5,2,4,1,5,4,3,3,2,3,2,2,2,3,2,3,3,2,1,3,2,2,1,3,3,1,3,42,11,2,4,0.4889705882352941,70,1
56929,5,2,6,2,2,2,2,2,2,2,4,4,3,4,2,3,4,4,4,2,2,2,1,2,1,3,1,2,3,1,2,2,3,2,2,2,1,3,34,15,2,4,0.4889705882352941,70,2
56931,5,1,5,1,2,2,1,2,1,2,5,4,2,5,3,5,4,4,4,3,2,2,2,3,2,2,2,3,3,1,2,2,2,2,2,2,2,3,37,17,2,4,0.4889705882352941,70,2
56932,5,1,5,1,2,2,2,NA,NA,NA,5,5,1,4,1,5,4,1,1,1,3,2,1,2,2,2,2,3,2,1,2,3,3,1,1,3,1,1,48,7,2,4,0.4889705882352941,70,NA
57018,4,1,4,2,2,1,1,2,1,1,5,5,4,4,4,5,2,4,5,4,2,2,3,2,1,2,3,3,2,2,2,2,3,2,2,2,2,2,30,17,2,4,0.4016887816646562,101,1
57025,3,2,5,NA,NA,NA,1,2,1,NA,4,3,4,4,3,3,4,2,3,4,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,2,32,16,2,4,0.4016887816646562,101,NA
57028,3,1,5,2,2,2,1,1,2,2,4,4,4,3,5,3,3,4,4,4,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3,2,3,26,19,2,4,0.4016887816646562,101,2
57301,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,18,1,4,0.30434782608695654,55,2
57319,1,1,2,1,1,1,1,1,1,1,3,2,5,2,5,3,3,3,5,5,3,3,3,2,2,1,1,1,2,3,2,2,2,2,3,2,3,3,20,26,1,4,0.30434782608695654,55,1
57320,1,1,3,1,2,1,1,2,1,1,5,4,4,4,5,2,5,5,5,5,2,3,3,3,1,2,1,3,3,3,NA,NA,1,3,2,3,3,3,26,NA,1,4,0.30434782608695654,55,1
57327,1,1,3,1,2,1,1,2,1,2,3,1,1,2,1,3,2,1,1,1,1,3,3,3,2,1,1,1,2,3,1,1,1,3,3,2,3,3,36,33,1,4,0.30434782608695654,55,1
58901,1,2,1,2,2,2,2,2,1,2,4,5,3,3,3,4,4,3,3,3,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,35,12,2,4,0.4969512195121951,25,2
58902,1,2,2,2,2,2,NA,2,2,2,4,5,1,5,1,5,5,5,2,2,3,1,1,1,2,3,3,3,3,1,2,3,3,1,1,3,3,1,43,4,2,4,0.4969512195121951,25,2
58903,1,2,2,2,2,2,2,2,2,2,4,5,2,4,2,4,4,2,1,2,2,1,2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,42,12,2,4,0.4969512195121951,25,2
58905,1,1,1,2,2,2,1,2,2,2,4,4,4,2,2,2,4,4,4,4,2,2,2,1,2,2,2,3,2,2,2,2,3,1,1,2,1,2,28,12,2,4,0.4969512195121951,25,2
58906,1,1,2,1,2,2,1,2,1,1,4,4,2,4,3,3,3,2,2,3,2,2,1,2,3,2,2,3,2,1,2,2,3,2,1,2,1,2,36,11,2,4,0.4969512195121951,25,2
58907,3,2,3,2,2,2,2,2,2,2,3,4,3,5,3,3,3,5,3,1,2,2,2,1,2,2,3,3,2,2,3,3,3,2,3,3,2,2,33,12,2,4,0.4969512195121951,25,2
58908,3,1,3,1,2,2,1,2,1,1,2,3,5,3,5,1,2,4,5,5,1,3,3,3,1,2,1,1,2,3,1,1,2,2,2,3,2,2,17,27,2,4,0.4969512195121951,25,1
58909,3,2,3,1,1,2,2,2,2,2,3,4,3,4,4,5,5,5,4,3,3,2,2,2,1,3,2,3,3,1,2,2,3,1,1,3,2,1,32,9,2,4,0.4969512195121951,25,2
58910,3,1,3,2,2,2,1,2,1,1,2,3,4,2,4,3,2,3,4,4,2,3,2,2,1,2,1,2,2,2,2,2,2,2,3,1,2,2,23,23,2,4,0.4969512195121951,25,2
58911,3,1,3,2,2,2,2,2,2,2,5,5,4,3,4,4,3,2,2,3,3,1,2,1,2,3,3,3,2,1,3,3,2,1,1,2,1,1,35,5,2,4,0.4969512195121951,25,2
58912,3,1,4,2,2,2,2,2,2,2,3,4,3,4,3,4,4,3,4,3,2,2,2,1,2,3,2,3,2,1,2,3,2,1,2,2,2,2,33,12,2,4,0.4969512195121951,25,2
58913,4,2,4,2,2,1,2,2,1,2,4,4,3,5,3,4,2,2,3,4,2,1,2,2,2,3,2,3,1,1,2,3,2,1,1,2,1,2,34,11,2,4,0.4969512195121951,25,2
58914,4,2,4,2,1,2,2,1,2,2,3,4,3,4,4,4,4,5,4,3,2,1,2,1,1,2,2,3,2,1,3,3,2,2,2,3,1,2,30,11,2,4,0.4969512195121951,25,2
58915,4,1,5,1,2,2,1,2,1,2,4,4,3,4,3,3,3,5,5,4,2,2,2,2,1,3,2,3,2,1,2,2,2,1,2,2,2,2,28,15,2,4,0.4969512195121951,25,2
58916,4,1,4,2,2,2,2,2,2,2,4,4,1,4,1,4,4,4,1,1,3,1,1,1,2,3,3,3,3,1,3,3,3,1,1,3,1,1,42,1,2,4,0.4969512195121951,25,2
58917,4,1,5,1,2,2,2,2,2,2,5,5,1,4,1,4,4,4,2,1,3,1,1,2,2,3,2,3,3,1,2,3,3,2,1,3,1,2,43,6,2,4,0.4969512195121951,25,2
58918,5,2,6,1,2,2,2,2,1,2,5,4,3,4,2,4,4,3,3,2,2,1,1,2,3,1,2,3,3,1,2,3,2,1,2,2,1,2,38,10,2,4,0.4969512195121951,25,2
58919,5,2,6,1,1,1,2,2,1,2,4,4,2,4,2,3,4,5,4,4,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,32,20,2,4,0.4969512195121951,25,2
58920,5,1,6,2,2,2,2,2,2,2,3,4,1,4,4,3,2,4,4,4,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,1,2,1,29,16,2,4,0.4969512195121951,25,2
58921,5,1,5,2,2,2,2,2,2,2,4,4,3,4,3,3,3,2,3,3,2,2,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,3,34,21,2,4,0.4969512195121951,25,2
58922,5,1,5,2,2,2,1,2,1,2,5,5,3,3,2,4,4,3,3,2,2,2,1,1,2,2,2,3,2,2,2,3,2,1,2,2,1,2,38,12,2,4,0.4969512195121951,25,2
58923,5,1,5,1,2,2,1,2,2,2,5,4,2,5,1,5,4,1,1,1,3,2,1,2,2,2,2,3,3,1,3,3,3,1,1,3,1,1,47,5,2,4,0.4969512195121951,25,2
58924,5,1,6,1,2,2,1,2,1,2,5,4,2,4,3,4,3,4,2,2,3,2,1,2,2,3,2,3,3,1,3,3,2,2,1,2,1,2,37,8,2,4,0.4969512195121951,25,2
58929,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,3,3,4,4,3,2,1,1,1,3,3,2,3,3,1,2,2,2,1,1,1,1,1,31,7,2,4,0.4969512195121951,25,2
58930,2,2,4,2,2,1,1,2,2,2,4,4,1,4,1,4,4,4,1,1,3,2,2,3,3,3,3,3,3,1,3,3,3,1,1,3,1,1,42,4,2,4,0.4969512195121951,25,2
58931,2,1,2,2,2,2,2,2,2,2,4,4,2,4,2,3,4,3,2,2,2,2,1,1,2,3,2,3,2,1,2,2,3,1,1,3,1,1,38,7,2,4,0.4969512195121951,25,2
58932,2,2,2,1,2,1,1,2,1,1,5,5,1,5,1,5,5,3,1,4,2,2,1,2,3,3,3,3,3,1,2,3,3,1,1,2,1,2,45,6,2,4,0.4969512195121951,25,2
58933,2,2,3,2,2,2,2,2,2,2,4,4,1,5,1,5,5,4,1,3,2,1,1,1,2,3,2,3,2,1,2,3,3,1,1,2,1,1,43,6,2,4,0.4969512195121951,25,2
58934,2,2,3,1,2,2,2,2,1,2,3,3,3,4,2,4,4,5,4,4,2,1,1,1,2,3,2,3,2,1,2,2,3,1,1,2,1,2,30,8,2,4,0.4969512195121951,25,2
58935,2,2,3,2,2,1,2,2,1,2,4,5,2,4,2,3,4,4,3,2,2,1,1,2,1,2,2,3,2,1,2,3,3,1,1,2,1,2,37,10,2,4,0.4969512195121951,25,2
58936,4,2,4,2,2,1,2,2,1,2,3,4,3,2,4,5,3,5,5,3,2,2,3,1,1,2,1,3,2,1,2,3,2,1,2,3,1,3,27,15,2,4,0.4969512195121951,25,2
58937,4,1,5,2,2,1,1,NA,1,2,1,2,4,2,4,2,1,3,4,4,1,1,3,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,19,24,2,4,0.4969512195121951,25,2
59102,2,1,4,1,2,2,1,2,1,2,4,5,5,5,4,3,3,4,5,5,2,3,3,2,3,3,3,3,2,3,1,2,2,2,3,3,3,3,27,20,1,4,0.7,150,NA
59104,2,1,3,1,2,1,1,2,1,2,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,3,3,1,2,2,2,2,1,2,2,2,31,13,1,4,0.7,150,1
59105,2,1,4,2,2,2,2,2,2,2,5,5,3,5,5,5,5,5,3,3,3,2,3,1,3,3,2,3,3,1,3,3,3,1,2,3,3,2,36,8,1,4,0.7,150,2
59106,2,1,2,1,1,1,1,2,1,2,5,5,3,5,4,5,5,5,4,4,3,2,3,3,3,3,3,3,3,1,2,3,3,2,1,3,1,1,35,7,1,4,0.7,150,1
59113,2,1,2,1,2,2,2,2,1,2,5,5,1,5,3,5,5,4,1,3,2,2,1,2,3,3,3,3,3,1,2,3,3,2,1,3,1,2,43,6,1,4,0.7,150,2
59114,2,1,3,1,2,1,1,2,1,1,3,2,4,3,2,1,4,4,5,4,2,2,3,2,3,2,1,3,3,3,2,2,2,1,2,2,1,3,24,17,1,4,0.7,150,1
59128,1,1,4,2,NA,1,NA,1,1,2,2,3,4,1,1,1,4,4,5,4,2,3,2,1,2,3,3,3,3,3,2,2,1,2,3,2,3,3,23,19,1,4,0.7,150,2
59129,1,1,3,2,2,1,2,1,1,2,3,3,4,2,3,2,2,2,2,2,1,2,3,2,3,2,2,2,2,3,1,2,1,1,3,2,2,3,29,23,1,4,0.7,150,2
59130,1,1,1,2,2,2,2,2,2,1,4,4,3,4,3,4,3,4,4,3,2,2,2,2,2,3,2,3,3,2,2,2,2,1,2,2,2,2,32,14,1,4,0.7,150,2
59605,1,1,1,2,2,2,2,2,1,2,4,4,3,5,2,4,4,4,3,4,3,2,2,2,2,3,3,3,2,1,2,2,2,2,1,3,2,2,35,11,2,4,0.5335689045936396,73,2
59617,1,2,1,1,1,NA,NA,NA,1,1,2,4,3,4,5,4,3,4,4,3,2,2,1,2,2,3,3,3,3,2,2,2,2,2,1,2,1,2,28,11,2,4,0.5335689045936396,73,NA
59629,2,2,2,2,2,1,2,2,2,1,4,3,2,4,4,4,4,4,3,2,2,2,1,2,2,1,2,3,3,1,2,3,3,1,2,3,1,2,34,10,2,4,0.5335689045936396,73,2
61506,2,1,2,2,2,2,2,2,2,2,5,4,5,5,2,4,3,5,5,5,2,2,2,2,1,2,2,3,3,2,3,2,2,2,2,2,2,2,29,16,2,4,0.3333333333333333,40,2
61507,2,2,4,2,2,2,2,2,2,2,5,5,1,5,1,5,5,5,1,3,3,2,1,1,3,2,3,3,3,1,2,3,3,NA,1,3,1,2,44,NA,2,4,0.3333333333333333,40,2
61529,1,2,2,1,2,1,2,2,1,2,5,4,1,4,1,5,5,4,1,1,3,1,1,1,3,2,3,3,3,1,3,3,3,1,1,2,1,1,45,2,2,4,0.3333333333333333,40,2
61801,5,2,6,1,2,2,2,2,1,1,5,5,1,5,1,5,5,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,50,12,3,4,0.0013850415512465374,83,2
61802,5,2,6,1,2,2,1,2,1,2,4,4,4,4,3,4,2,3,4,3,3,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,31,11,3,4,0.0013850415512465374,83,2
61803,5,2,6,1,2,2,2,2,1,2,5,5,3,4,5,5,3,3,4,2,2,1,2,1,3,2,2,2,2,1,2,2,2,1,2,2,1,2,35,12,3,4,0.0013850415512465374,83,2
61804,5,2,6,2,2,2,2,2,2,2,4,5,2,4,4,4,5,3,2,4,2,1,1,1,1,2,2,2,2,1,2,3,2,1,1,2,1,1,37,10,3,4,0.0013850415512465374,83,2
61805,5,2,6,1,2,1,2,2,1,2,4,4,3,4,3,2,2,4,4,3,2,2,2,1,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,29,NA,3,4,0.0013850415512465374,83,2
61806,4,2,6,1,1,1,1,1,1,1,5,5,3,4,3,5,5,2,4,3,3,NA,2,1,3,3,2,3,3,1,2,3,2,1,1,3,2,3,39,NA,3,4,0.0013850415512465374,83,1
61807,4,2,5,2,2,2,2,2,2,2,4,5,1,5,2,5,5,5,1,4,2,1,2,2,3,2,2,2,3,1,2,3,3,1,1,3,1,1,41,7,3,4,0.0013850415512465374,83,2
61808,4,2,5,1,2,1,2,2,1,2,4,4,2,4,2,4,4,4,3,3,2,1,2,2,3,3,3,3,3,1,2,2,3,2,2,3,1,2,36,8,3,4,0.0013850415512465374,83,2
61809,4,2,5,NA,2,1,2,2,1,2,5,5,1,5,1,1,5,5,1,1,2,1,1,1,2,2,3,3,3,1,2,2,2,1,1,3,1,1,42,6,3,4,0.0013850415512465374,83,2
61810,4,2,5,1,2,2,2,2,1,2,4,4,2,4,4,2,2,2,3,4,2,2,3,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,31,19,3,4,0.0013850415512465374,83,2
61811,4,2,5,1,2,1,2,2,1,2,5,5,2,5,1,3,2,2,4,2,3,2,2,2,3,3,2,3,3,1,2,3,3,2,1,3,1,2,39,7,3,4,0.0013850415512465374,83,2
61812,5,2,6,2,1,1,2,2,1,2,5,5,3,4,2,4,4,3,2,2,3,2,2,1,1,3,3,3,1,1,3,2,3,3,2,1,2,3,40,15,3,4,0.0013850415512465374,83,2
61813,3,2,4,2,2,1,2,2,1,2,5,5,1,5,1,5,5,4,1,1,2,2,1,2,2,2,2,3,3,1,3,3,2,2,1,3,1,2,47,9,3,4,0.0013850415512465374,83,2
61814,3,2,4,1,2,1,1,2,1,1,5,4,3,4,2,4,4,4,3,2,2,1,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,37,13,3,4,0.0013850415512465374,83,1
61815,3,2,4,1,2,2,2,2,1,2,5,5,1,5,5,5,3,3,1,1,3,2,1,2,2,3,3,3,3,1,2,3,3,1,1,3,2,1,42,5,3,4,0.0013850415512465374,83,2
61816,3,2,4,1,2,2,2,2,1,2,5,4,2,4,1,5,5,2,1,1,3,1,1,1,2,3,2,3,2,1,3,3,3,1,1,3,1,2,46,4,3,4,0.0013850415512465374,83,2
61817,1,2,2,1,1,1,2,1,1,2,5,4,4,4,3,4,4,4,4,3,2,2,3,1,2,2,2,3,2,2,2,2,3,3,1,2,2,2,33,16,3,4,0.0013850415512465374,83,1
61818,1,2,2,1,2,1,2,2,1,2,4,4,2,5,2,4,4,4,2,1,2,2,1,2,2,3,2,2,2,1,2,2,2,1,1,2,1,2,40,12,3,4,0.0013850415512465374,83,2
61819,1,2,2,1,NA,1,1,2,1,1,3,3,2,3,4,4,3,3,4,5,2,2,2,1,1,2,3,3,2,2,1,2,2,1,1,3,2,2,28,14,3,4,0.0013850415512465374,83,2
61820,1,2,2,1,2,2,2,2,2,2,4,4,2,4,1,4,5,1,1,2,2,1,1,1,1,3,3,3,3,1,2,3,3,1,1,2,1,2,44,6,3,4,0.0013850415512465374,83,2
61821,1,2,2,2,2,2,2,2,2,2,5,5,1,5,1,5,5,2,1,1,3,1,1,1,3,3,3,3,2,1,3,3,3,1,1,3,1,1,49,1,3,4,0.0013850415512465374,83,2
61822,1,2,2,2,2,1,2,2,1,NA,5,5,2,4,2,3,4,4,2,2,2,1,1,1,2,3,2,3,2,1,3,3,2,2,1,2,1,1,39,7,3,4,0.0013850415512465374,83,2
61823,1,2,2,1,2,2,2,2,2,2,5,5,2,4,2,4,5,5,3,3,3,1,1,1,1,3,3,3,3,1,2,3,3,1,1,3,1,2,38,4,3,4,0.0013850415512465374,83,2
61824,2,2,3,2,2,2,2,2,1,2,5,5,1,5,1,5,5,1,1,1,2,1,1,2,2,2,2,3,2,1,2,3,3,1,1,3,1,2,50,8,3,4,0.0013850415512465374,83,2
61825,2,2,3,1,2,2,2,2,1,2,4,4,3,4,3,4,4,3,3,3,2,1,1,2,2,3,3,3,3,1,2,3,2,1,1,3,1,2,35,6,3,4,0.0013850415512465374,83,2
61826,2,2,3,2,2,1,2,2,1,2,5,5,1,5,1,4,5,5,4,4,2,2,1,1,1,3,3,3,3,1,2,2,3,1,1,3,1,2,39,7,3,4,0.0013850415512465374,83,2
61827,2,2,3,2,2,1,2,2,1,2,5,5,2,5,3,5,5,4,4,3,2,1,1,2,2,3,3,3,3,1,2,3,3,1,1,3,1,2,39,5,3,4,0.0013850415512465374,83,2
61828,2,2,2,2,2,2,2,2,2,2,5,5,1,4,5,2,4,4,2,2,3,1,1,2,3,3,2,2,2,1,2,2,2,1,1,3,1,1,36,7,3,4,0.0013850415512465374,83,2
61829,2,2,3,2,2,2,1,2,1,1,3,4,4,4,2,3,3,3,4,4,2,2,2,2,1,1,2,3,3,3,2,2,2,1,2,2,3,3,30,20,3,4,0.0013850415512465374,83,2
61830,2,2,3,1,2,2,2,2,1,1,5,4,2,5,2,5,5,5,4,4,2,1,1,3,2,1,1,3,2,1,2,3,3,3,2,3,2,3,37,16,3,4,0.0013850415512465374,83,2
62133,1,2,1,2,1,2,2,2,2,2,5,5,1,5,1,5,5,1,1,1,3,2,1,2,2,3,3,3,2,1,2,2,2,2,1,3,1,1,50,8,1,4,0.18210659898477158,132,2
62201,5,2,6,1,1,1,2,2,1,1,4,4,3,4,3,2,1,4,4,3,2,1,1,2,1,2,2,2,3,1,2,1,3,2,1,1,1,2,28,14,1,4,0.22032474804031354,172,1
