id_i,curso,sexo,edad,v01,v02,v03,v04,v05,v06,v07,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,self,dep,adm,zona,prio,comu,poli
46523,2,2,2,2,2,2,2,1,1,2,3,4,5,4,4,2,2,5,NA,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,NA,19,1,4,0.3682983682983683,101,2
46524,4,1,5,2,2,2,2,2,2,2,4,4,3,3,2,3,3,4,3,3,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,2,2,32,17,1,4,0.3682983682983683,101,2
46525,4,2,5,1,2,2,1,2,2,2,2,2,3,1,4,2,2,2,3,4,2,2,3,2,1,2,2,3,3,1,2,2,1,2,2,3,2,2,23,17,1,4,0.3682983682983683,101,2
46526,4,1,4,1,2,1,1,2,NA,2,5,5,2,4,3,3,2,4,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,36,17,1,4,0.3682983682983683,101,NA
46527,4,1,5,1,2,1,2,2,1,2,2,2,4,3,3,2,1,3,5,4,2,3,3,1,2,2,1,2,2,2,2,2,2,2,1,2,NA,3,21,NA,1,4,0.3682983682983683,101,2
46601,5,2,5,1,1,2,2,2,1,2,4,5,3,5,2,4,4,5,4,4,2,2,2,1,1,3,3,3,3,1,2,2,2,2,2,3,2,1,34,11,2,4,0.07476635514018691,174,2
46603,5,1,6,1,2,2,2,2,2,2,5,5,1,4,4,5,5,1,1,1,3,2,1,1,3,3,2,3,3,1,2,3,3,2,1,3,1,2,46,5,2,4,0.07476635514018691,174,2
46604,5,2,6,1,2,2,2,2,2,2,5,5,2,5,1,5,5,3,3,2,2,1,1,2,3,2,3,3,3,1,2,2,3,1,1,3,1,2,44,6,2,4,0.07476635514018691,174,2
46605,5,2,6,1,2,1,2,2,2,2,4,4,2,5,4,1,1,5,4,1,1,2,1,1,2,3,2,2,3,1,2,2,2,1,1,2,1,2,29,11,2,4,0.07476635514018691,174,2
46606,5,2,5,2,2,2,2,2,2,2,5,5,1,5,2,5,5,4,1,1,3,1,1,2,3,3,3,3,3,1,3,2,3,1,1,3,1,1,46,2,2,4,0.07476635514018691,174,2
46607,5,2,6,2,2,2,2,2,2,2,5,5,2,5,1,5,5,3,2,2,3,2,1,1,2,3,3,3,3,1,3,3,3,1,1,3,1,1,45,2,2,4,0.07476635514018691,174,2
46608,4,1,5,1,2,1,1,2,2,2,4,5,2,4,2,3,3,4,3,3,2,2,1,2,1,1,2,2,2,1,2,3,3,1,1,2,1,1,35,12,2,4,0.07476635514018691,174,2
46609,4,2,4,2,2,2,2,2,1,2,5,5,1,5,2,4,5,2,1,1,3,1,1,1,2,3,3,3,3,1,2,3,2,2,1,3,1,1,47,4,2,4,0.07476635514018691,174,2
46610,4,2,4,1,2,2,1,2,1,1,5,4,3,5,2,3,4,4,4,4,2,2,2,1,2,2,2,3,3,1,2,2,2,1,2,2,1,3,34,13,2,4,0.07476635514018691,174,2
46611,4,2,5,2,2,2,2,2,2,2,4,5,3,3,2,4,5,4,4,2,2,2,2,1,3,2,3,3,2,3,2,2,2,1,2,3,2,2,36,13,2,4,0.07476635514018691,174,2
46612,4,1,5,NA,NA,2,2,2,2,1,5,5,1,5,1,5,4,5,1,1,2,2,2,2,1,3,2,3,3,3,2,2,3,1,2,3,2,1,45,13,2,4,0.07476635514018691,174,2
46613,4,1,5,2,2,2,2,2,2,2,4,4,3,4,3,4,3,2,2,3,3,2,1,2,1,3,3,3,2,1,2,2,3,1,1,2,1,1,36,8,2,4,0.07476635514018691,174,2
46614,4,2,5,2,2,2,2,2,2,1,5,5,2,5,1,5,5,3,1,1,2,2,2,1,1,3,3,3,3,1,2,3,3,2,1,3,1,2,47,8,2,4,0.07476635514018691,174,2
46615,1,1,1,1,2,2,1,2,1,2,5,4,3,3,2,3,4,5,5,1,3,2,2,2,1,3,2,3,2,2,2,2,2,1,2,3,1,1,33,12,2,4,0.07476635514018691,174,2
46616,1,1,1,1,2,1,1,2,1,2,3,5,4,4,4,3,3,4,5,3,1,3,2,3,1,2,2,3,2,2,1,1,1,1,2,2,2,3,28,24,2,4,0.07476635514018691,174,2
46617,1,2,1,2,2,1,2,2,1,1,3,3,2,4,4,3,4,3,3,2,2,2,2,2,2,2,3,3,3,1,2,3,3,2,2,2,1,2,33,11,2,4,0.07476635514018691,174,2
46619,1,1,2,2,2,2,2,2,1,2,3,4,3,4,2,1,3,3,4,3,2,2,2,3,1,2,3,3,2,2,2,2,3,1,1,1,2,2,30,16,2,4,0.07476635514018691,174,2
46620,1,1,1,2,2,1,2,2,1,2,3,4,3,5,4,4,4,1,3,1,2,2,2,2,3,3,3,3,2,1,2,3,3,1,NA,NA,2,1,38,NA,2,4,0.07476635514018691,174,2
46621,1,2,1,1,2,2,2,2,1,2,3,3,4,3,4,4,2,4,4,4,2,2,1,1,2,3,3,3,2,2,3,2,3,1,3,2,1,2,25,10,2,4,0.07476635514018691,174,2
46622,1,2,1,2,2,2,1,2,2,2,4,4,2,4,1,4,4,4,2,2,2,2,2,1,1,3,2,NA,NA,2,2,2,2,1,2,2,1,2,39,NA,2,4,0.07476635514018691,174,2
46623,2,2,2,2,2,1,2,2,1,2,4,4,4,4,2,4,3,4,4,3,2,2,2,2,2,1,3,3,2,1,2,3,3,2,2,2,1,1,32,12,2,4,0.07476635514018691,174,2
46624,2,1,2,1,2,1,2,2,1,1,5,5,1,3,1,5,5,5,4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,41,14,2,4,0.07476635514018691,174,2
46625,2,1,2,2,2,2,2,2,1,2,5,5,2,5,2,5,4,5,3,2,3,2,1,1,2,3,3,3,3,1,2,3,3,1,1,3,1,2,40,4,2,4,0.07476635514018691,174,2
46626,2,1,2,2,2,2,2,2,2,2,5,5,2,4,1,5,5,2,3,2,3,2,2,2,2,1,2,3,1,1,2,2,3,2,2,2,2,2,44,16,2,4,0.07476635514018691,174,2
46627,2,1,2,1,2,2,2,2,1,2,5,3,1,4,1,4,5,2,3,1,3,2,2,1,1,3,2,3,3,2,2,2,3,2,2,3,1,2,43,11,2,4,0.07476635514018691,174,2
46628,2,1,2,1,2,1,1,2,1,2,2,2,5,1,4,1,2,4,5,4,1,3,2,2,1,1,1,2,2,3,1,2,1,1,3,2,2,3,16,27,2,4,0.07476635514018691,174,1
46630,3,2,4,1,1,1,2,1,1,2,5,3,4,2,1,5,3,3,4,3,3,1,1,2,3,3,3,3,2,1,2,3,2,2,2,3,1,2,33,7,2,4,0.07476635514018691,174,1
